userID	artistID	weight
2022	11718	637
676	724	122
1862	546	173
168	1239	357
1894	288	1362
281	716	16
1157	11018	318
663	955	147
328	1400	680
1023	349	81
1068	1814	756
1431	714	2360
939	693	766
1975	17971	375
1408	14343	1
1325	2835	250
2035	2605	130
216	4389	55
1964	199	84
179	466	257
965	523	712
1444	6597	607
179	357	94
1456	72	1154
614	1854	2123
289	229	637
1254	2299	485
400	681	69
738	227	636
708	9446	3
1874	7683	211
616	8601	95
111	226	1079
59	56	832
446	3988	1092
1225	11794	52
1883	8672	951
1696	1425	47
1682	1195	857
191	2743	22
102	1858	453
1035	58	2
1606	333	1084
1489	310	257
777	9970	267
12	514	1227
709	1358	122
1187	2289	201
1722	300	130
527	299	123
1295	154	3393
650	210	263
1626	1412	179
356	6028	824
1184	886	137
1388	300	1282
1069	1436	360
814	5958	464
654	497	125
543	7187	476
1848	17056	580
1669	14945	39
876	10754	122
674	288	552
1281	1131	12
2065	532	444
380	294	888
1840	891	253
925	533	954
1897	278	572
553	5767	94
399	1459	243
586	8344	6
1513	3300	384
1511	295	279
1920	188	620
699	227	316
2016	81	41
1562	1659	59
1074	157	192
1310	5314	2
1229	1009	609
817	1375	278
1065	289	30
1832	689	1068
1253	295	937
1834	310	4
911	2521	399
1626	159	957
1050	12003	682
1624	858	77
611	1409	19
90	734	119
1864	17209	27
1441	2123	106
1666	257	1811
675	2521	442
1136	352	133
1007	2449	80
916	681	1635
1165	65	199
486	251	3
2068	967	546
1538	955	16
1094	562	557
216	230	239
1398	1854	628
1667	1106	17
398	4316	140
2032	418	5694
149	3368	1108
413	1455	151
1147	9828	73
1465	3859	625
1557	15311	373
2030	1736	206
517	7689	170
1652	321	277
1983	5947	72
795	972	1023
1114	230	329
1566	225	408
1650	15838	1056
999	377	327
1454	11794	2835
376	6270	99
704	9384	50
57	475	64
1302	1375	135
1098	1062	18
350	802	791
1494	221	4
1446	234	226
430	3201	284
1277	424	3123
282	917	1933
822	10400	750
68	317	39
1488	1998	13
1163	4130	12
321	3546	81
87	641	43
492	7431	350
1440	4349	313
1748	16423	174
1086	1244	118
2010	540	1041
207	674	1031
758	523	455
52	1564	94
1644	13265	6
1098	7352	55
2071	913	65
277	154	10470
1641	572	159
1525	293	65
1112	2580	1148
544	4211	177
1823	6120	437
1830	436	1092
299	1515	118
1834	1740	18
385	302	656
2048	9716	22
1495	8461	29
326	3748	143
1380	3427	494
29	481	57
810	10274	20
1273	971	478
340	3128	281
327	1934	308
1863	543	96
195	1416	55
961	2840	87
1138	418	1166
1986	923	138
12	300	1064
1067	4825	659
34	229	235
1817	64	354
1395	1888	153
1263	461	410
2057	722	438
590	545	21
1622	5913	144
966	3756	359
233	475	40
122	3010	15
437	6867	125
527	903	254
37	1222	258
1536	1521	30
1798	9783	37
569	1763	344
1360	618	117
1823	1768	247
1848	2475	311
1345	4784	54
1130	1376	98
1606	293	402
70	1406	896
1051	854	5199
285	957	79
78	2146	323
1272	528	2212
1753	300	347
1435	14544	160
338	89	299
684	299	2899
1172	1643	175
1915	17579	28
959	1764	120
717	302	795
738	1358	1535
65	209	355
1503	5073	68
1991	18076	43
297	5413	472
1500	2935	137
2031	2083	1736
1335	616	309
1358	1533	334
1740	16405	729
2069	486	109484
2033	985	148
1151	1725	1000
411	1979	64
1465	355	4337
1420	14454	86
1818	429	8
71	2001	202
1835	5545	86
932	2558	216
368	6206	1095
1244	539	309
1433	257	797
1019	1243	182
396	6520	119
978	506	435
929	6506	80
49	306	108
176	612	241
1990	1967	46
1685	67	72
412	2176	54
1443	728	34
1641	1845	171
156	221	449
705	4750	1293
2009	424	171
1044	11957	503
742	9719	105
1244	159	616
1787	16677	141
1103	1713	72
1244	76	179
1057	3081	256
1057	701	1164
2097	1510	136
391	2435	516
575	328	263
247	4738	452
853	465	149
981	199	117
139	3246	117
415	157	205
2075	1713	184
426	6759	420
758	190	232
546	7905	932
846	854	706
312	89	329
840	1092	909
37	1203	474
1538	2775	26
332	292	55784
1780	528	1126
232	288	5062
1556	152	4052
500	7491	12
965	295	302
1975	17965	421
819	374	167
540	2531	1478
1690	8589	428
1949	2131	320
353	1452	11
1678	790	46
1471	614	704
888	498	437
697	9362	359
1813	295	592
1071	320	1571
1685	220	768
1705	964	1852
621	4923	2760
1114	349	271
472	543	769
279	1188	215
1558	288	54
500	7373	19
407	6583	17
1657	9882	170
26	952	194
1294	403	19
163	3596	336
2054	292	1068
2062	540	626
673	7756	987
200	4133	125
33	1136	296
121	292	1430
1071	294	386
612	2121	200
1063	7356	69
1244	851	421
1929	72	908
2091	18645	23
1192	65	402
978	2573	721
289	481	839
1339	498	82016
639	5072	156
490	7417	228
1005	8474	366
589	455	15
570	527	312
2090	883	431
905	412	131
1280	511	1422
1154	12736	531
900	10548	709
1056	2977	169
1540	12921	280
196	969	357
1047	11990	80
819	318	298
852	295	282
1868	2855	142
1278	191	56
1590	285	1818
232	292	4432
1267	439	1840
1858	1346	159
271	681	921
60	1744	46
258	538	3
1587	1395	387
473	288	312
147	498	328
1522	190	1498
1590	526	2669
1958	17889	56
1231	12738	266
425	292	578
338	732	979
562	8103	224
800	176	588
1565	56	254
1680	1908	250
938	11221	583
1382	14229	529
865	1249	67
914	488	459
996	625	139
2058	349	39
275	65	42
1607	1580	239
457	2343	139
543	920	410
960	661	17
825	4834	47
1381	292	60
178	3784	362
439	6888	1780
1149	436	16
2030	278	212
437	6368	129
565	182	318
2053	3425	557
1276	3043	91
149	972	1110
1801	16745	55
839	1191	308
1101	2677	514
1074	72	325
1249	1707	363
101	2617	1470
1704	1673	55
65	1866	113
1935	500	848
1666	292	2386
444	22	58
886	374	276
729	9641	21
1667	4385	34
1717	374	1569
727	9622	286
1957	3583	324
858	190	170
1956	1705	339
2075	860	146
1497	14973	205
133	701	285
1292	8675	6
2013	65	1603
1458	14644	15
47	903	356
662	9086	492
1125	3530	38
1551	1321	545
1118	1873	660
315	1379	229
840	854	1074
1139	299	434
419	6694	8
254	4838	520
882	526	118
830	701	179
147	3327	1586
154	3426	19
24	892	742
185	998	36
1245	7776	1551
1588	7041	3
2011	606	74
897	10916	34
449	227	129
1051	228	587
1246	187	3416
981	4387	125
939	317	366
46	302	284
800	2797	318
1484	5628	86
56	1660	456
1435	292	414
96	349	31
741	3753	468
870	1412	39
512	966	769
1501	1552	301
152	859	358
795	289	18049
1284	2146	210
459	710	400
1047	11982	152
1775	6235	124
1658	757	214
1656	691	546
555	350	193
1390	198	279
712	3676	1
565	81	48
398	603	408
744	680	168
912	1803	3006
1861	197	203
1869	468	151
903	1348	806
1861	3364	220
1020	536	239
1255	298	1028
1279	227	132
518	321	153
1406	3357	272
1163	72	1091
1182	601	267
1422	2580	1012
840	10539	970
1445	1453	574
605	227	1733
2071	2064	101
527	1037	2376
1534	445	479
636	8762	234
205	209	1161
9	413	234
1390	599	186
1835	1013	35
63	735	71
1968	856	180
1462	3739	7364
204	4196	427
1711	9931	1085
1563	2462	13
536	333	113
127	2062	774
334	507	415
1982	233	178
2039	18368	281
449	5689	181
315	1673	193
447	7031	188
720	9530	134
2004	39	178
27	965	157
1723	5193	29
921	11035	1028
1524	198	340
105	2696	77
1345	10142	99
1209	1005	40
421	314	371
1841	3551	112
925	316	836
1027	257	3260
1990	18063	31
1477	14768	14
1684	344	1018
722	324	191
501	2801	253
710	190	40
1073	718	419
140	1964	436
839	808	932
1386	2298	203
629	1244	329
55	1641	273
1121	681	15
1349	227	247
1190	3738	202
1313	434	353
1498	14983	528
1601	15516	374
1586	1360	66
1506	199	1387
1020	693	266
1463	3861	126
670	167	742
24	67	6917
1671	6362	235
897	10917	21
2071	11219	51
64	266	175
434	5152	8
2024	5890	3
1060	3346	1789
1840	16076	530
2070	18555	186
1444	2850	1073
1568	333	570
1092	257	1549
847	10604	68
759	298	132
456	5749	698
1308	913	1060
1184	12987	72
1825	500	146
1017	6308	227
928	603	94
1682	378	5435
1132	291	2975
782	10014	74
303	1415	525
1034	310	140
1924	486	8886
1355	8234	369
871	1816	780
461	986	24
1335	13955	60
1481	6128	1333
475	969	123
1160	3333	314
489	1805	69
1005	306	286
1941	17789	195
1736	55	1190
201	4141	91
1018	4678	515
1072	172	175
1225	1099	19
1721	16301	50
284	3944	13
1265	6217	396
54	298	73
1690	3198	237
1606	466	3504
68	328	70
473	542	211
1606	292	2000
790	3905	189
917	383	1387
129	704	225
111	2816	410
180	3417	18
286	980	162
1068	12095	179
2010	614	614
1912	17549	97
1369	1377	53
975	972	839
852	289	1035
643	1089	331
1433	4126	606
1861	17189	190
1413	344	135
313	1104	414
997	622	633
503	802	54
175	3585	1236
690	1098	2159
1171	2053	59
494	680	1011
250	4780	819
595	936	2767
219	4439	857
658	64	150
1701	4262	98
1345	1124	36
1161	397	310
1184	167	975
27	978	73
1677	1200	550
1759	14692	1017
664	9127	381
668	2032	436
466	295	115
2045	868	246
1759	2716	522
1935	2738	315
207	4259	174
387	288	2985
1401	1873	1090
569	7499	356
1587	186	509
465	424	863
1200	711	276
1778	428	705
1063	3298	96
1085	8467	1327
388	3667	2579
1357	8126	128
744	5487	98
1887	1113	171
1390	1764	231
331	362	1270
281	2936	10
1956	3487	971
504	681	192
332	316	287
1405	7147	722
1226	289	768
772	9529	9
654	181	41
301	316	398
217	1206	106
32	159	307
1691	70	205
1217	5437	454
609	526	778
21	803	98
310	466	90
1699	295	206
1135	679	101
1707	1249	76
342	163	508
627	163	374
1233	9134	451
1226	13281	1038
2065	352	396
125	430	115
410	1201	93
162	1034	174
478	498	1664
1581	7322	709
2081	1400	3834
1330	13929	436
830	484	315
1470	2535	551
63	1810	82
1789	16684	868
62	1790	101
1999	424	799
1604	4036	200
2008	198	303
423	1013	216
1801	16750	39
1881	1444	236
1367	14136	441
223	4490	1070
1151	4361	144
936	11202	682
139	1131	215
1023	704	113
566	1303	144
184	1109	236
1395	331	387
1355	1944	155
1012	709	137
1635	2607	225
2078	13351	6628
1915	1964	23
1957	17883	1096
844	10583	323
1805	5636	220
1613	488	465
242	3498	78
1004	3267	26
1509	229	1078
1052	709	568
1404	431	612
805	6762	420
553	1601	42
1666	89	2942
859	661	113
1848	10407	584
348	525	42
1944	917	242
625	2542	342
899	691	320
2000	18129	2081
1760	498	250
1149	12678	9
1122	2498	9
1666	296	2962
11	455	4416
719	7927	65
1817	1688	400
1662	8991	549
2087	299	362
1091	8047	2100
1282	6374	215
498	472	630
1107	1249	1017
1215	13220	184
140	3257	561
1505	10182	379
897	986	73
954	30	167
785	903	215
1150	3127	1122
1060	881	536
1316	187	105
977	228	32
1079	1249	1151
1671	7795	374
642	1469	295
971	464	54
791	1107	21
662	344	5313
1442	964	335
671	3387	74
178	1110	1131
1244	13429	170
1106	364	4456
1880	4814	405
1244	13416	2185
359	1073	643
722	704	363
1213	13181	268
1865	15570	1180
404	5310	84
1180	1409	103
2021	915	626
1872	1246	289
216	1403	46
365	3510	9
1275	423	549
680	3763	547
308	951	3003
284	1131	11
798	10087	270
1037	1639	11
1233	13354	764
1049	599	71
726	9576	3
203	964	41
105	755	116
1925	759	100
2095	18676	83
1591	461	192
747	2430	736
1237	222	335
1156	7170	1526
787	6223	165
1801	603	62
174	1116	239
211	4314	186
87	913	43
353	5986	18
1176	830	456
703	802	11
1897	1873	533
14	582	633
1308	966	839
1060	6321	454
818	1186	2438
2051	18433	1
1091	11729	853
1724	229	34
286	701	148
1472	190	747
1635	1884	327
1885	621	136
604	534	993
1329	1770	147
1759	816	356
682	2545	167
721	8776	193
189	499	358
1166	72	220
50	959	359
321	1119	36
5	195	673
1310	13759	2
2086	3370	130
985	295	6228
1764	423	154
1145	1691	142
991	203	959
961	4203	97
1185	4704	498
666	72	1394
1184	485	202
1702	1369	475
1103	333	28
596	868	506
1492	190	83
1159	1131	1021
1457	310	266
1796	378	288
476	620	132
1365	908	331
336	5804	385
787	7777	181
1405	1949	817
1474	602	230
1917	318	15
1810	891	136
45	320	264
2075	441	104
386	982	323
1639	192	3084
621	344	3014
242	465	255
1199	554	1993
934	11183	174
217	3430	148
1037	6958	7
1492	2085	43
2066	707	120
746	107	1637
267	1447	290
2054	3326	129
51	1356	157
672	7160	206
1500	1121	139
655	6376	4
2033	1379	2345
1587	217	920
500	7485	17
1365	292	1603
1131	461	258
722	2523	210
1706	3324	843
1685	56	80
503	701	82
1352	7639	187
301	1988	168
247	4741	346
1623	6678	1223
1679	1091	121
271	1428	677
159	3500	1596
306	5482	238
244	298	201
1947	967	110
1012	2014	106
1872	4811	305
464	7185	263
723	701	14306
1722	5617	85
1794	15448	142
338	455	555
27	703	226
1339	1048	617
660	187	52
1166	5063	26
1114	3081	739
1648	8027	25
1654	15855	294
469	518	381
1677	2923	334
1186	97	466
1386	2616	128
1527	1852	92
971	3741	54
662	6006	1173
791	72	11
1980	12481	20
1787	1044	276
873	290	441
1710	2832	122
104	1038	2642
1790	985	137
1553	1463	146
1658	15904	159
1889	10412	326
1972	782	77
378	67	267
1590	295	867
1055	371	97
2024	1001	3
1243	1239	257
1396	1344	114
2055	1886	736
603	8481	104
326	536	91
2091	16697	33
1110	4949	342
1775	16603	78
1625	15664	18
39	1289	52
1773	310	1
1453	320	176
1600	55	15849
960	4309	8
1383	3206	701
419	349	10
319	5645	317
895	152	577
897	234	98
1905	203	257978
284	1415	7
1909	1045	3129
1226	677	1105
1294	7838	22
663	9103	195
376	959	163
2003	18151	134
1502	15065	28
180	3806	33
1577	1673	312
1577	3128	253
777	1366	128
2056	701	10
57	1185	161
195	4058	460
1811	646	3377
1363	14121	1292
926	11090	372
1822	13247	26
1531	1358	354
1138	6730	1220
1981	3117	154
952	533	191
1471	466	145
4	159	724
1439	689	1276
83	2312	969
1684	89	19
1182	1118	361
1333	1502	249
723	9547	53
1128	291	235
361	295	811
1029	206	250
656	51	263
710	1645	40
2083	857	41
787	1190	125
808	10248	300
1829	2521	398
7	325	599
1532	535	508
1840	511	190
957	2226	1686
213	377	444
2076	930	152
1090	12239	17
2099	138	104
784	4118	505
2022	3928	461
697	8513	416
1880	1377	93
1200	12836	491
1080	1673	27
133	1042	95
1939	17765	350
1641	2458	280
765	2405	541
184	81	101
1555	786	506
1835	90	167
49	310	117
1041	1913	140
2004	1901	84
1204	13094	227
394	6478	72
155	3453	628
1421	2136	44
1737	6439	245
1120	3288	29
1275	13609	597
1063	1098	240
1150	11236	606
13	55	6
695	5160	41
1379	461	763
814	693	151
1867	17248	8
710	3011	34
598	55	478
74	2069	162
464	868	272
468	1383	1398
1883	3053	1109
1930	12816	595
1087	4649	186
1692	14317	318
1773	292	1
1342	13988	425
1329	180	125
1643	15803	2716
1829	3173	1022
1915	16786	11
809	1452	164
98	292	281
618	4888	122
462	7143	1183
453	154	251
401	475	68
1219	1505	776
1374	930	1364
580	2612	397
1333	13946	224
1114	1409	253
933	195	530
1495	3805	12
44	917	425
2070	1186	233
891	516	324
1632	161	3566
1722	535	53
1336	755	144
2038	229	184
1292	65	9
2068	4254	701
1580	1459	305
550	843	741
1097	7157	1021
1866	3070	183
301	1767	775
1853	1222	446
267	89	186
865	72	26
1572	793	494
299	1048	408
1195	11999	9528
1479	8401	127
1352	4669	57
1273	154	132
1564	321	93
1264	227	4514
899	1201	584
1394	306	175
851	344	6914
1976	6952	487
734	227	2676
725	9557	106
802	30	2
1867	5021	7
742	3687	95
743	1443	1918
788	715	77
2037	475	108
1200	212	319
996	7123	76
57	779	10000
1371	45	493
1137	360	108
1846	1414	746
1143	3576	150
269	5020	41
2006	2158	647
295	942	329
466	453	229
385	318	1180
284	1118	7
1591	302	218
1956	295	189
1542	1899	377
465	229	172
1002	1001	89
1852	17084	432
925	5236	2445
36	209	262
1308	301	582
553	289	1626
889	222	198
778	279	19385
1546	716	469
2047	1801	112
1264	1351	244
1355	6204	244
16	638	487
1990	2716	22
949	11296	476
1955	626	44
572	679	194
925	5249	1066
1042	294	219
1035	52	15
1418	14443	1814
1414	4262	200
298	5439	202
185	3909	131
1229	13301	134
224	997	280
1644	15814	39
1386	13164	129
134	1450	165
2009	418	172
560	8069	90
1112	233	274
1591	403	153
1817	16849	249
2055	89	1343
1860	2004	355
1854	17128	81
426	603	393
898	180	276
107	954	4268
342	190	272
1131	321	107
129	362	1278
1351	1042	223
113	176	2372
813	197	480
1164	9498	655
405	329	367
154	486	21
117	61	259
917	173	1670
841	3746	19
1229	306	353
1163	12819	3
1872	4582	276
887	10832	122
510	7626	1
1399	318	21
1790	425	146
278	1459	345
44	854	772
1339	507	757
1261	1767	222
656	3856	20
1955	4779	26
807	10230	254
1500	6150	127
1423	386	167
1875	3258	278
120	1032	130
693	9312	179
1476	325	840
174	1866	98
1463	1941	113
1793	2916	533
996	11657	114
1441	689	910
1895	410	383
45	787	180
417	295	1358
1875	11236	645
1981	18007	96
514	293	1482
140	1090	498
781	295	570
572	523	278
166	3665	249
1803	16765	257
1725	679	124
253	4716	1699
1275	10971	728
2021	3404	755
1069	12098	407
1120	789	27
757	352	471
1974	157	198
948	6570	309
120	301	48
485	1504	119
761	3285	469
820	10336	22
1798	12114	30
1912	17545	148
1382	3355	679
1094	220	385
1719	15845	231
1381	5927	60
295	2343	690
1477	14763	17
2052	18439	842
1605	3128	246
963	1465	555
560	4994	93
1477	14766	15
76	1857	746
215	707	9
777	19	126
844	209	638
1064	956	27
1565	81	299
36	497	782
13	523	10
1157	1859	1408
515	207	234
294	5354	61
1477	14767	15
399	342	159
2041	3302	375
533	7852	94
817	966	295
130	532	248
282	226	248
1017	1459	376
403	6552	106
1464	14689	719
1630	316	203
11	301	306
427	430	321
1838	3110	395
1941	1048	932
1892	481	167
1289	121	384
1976	6951	384
285	65	310
129	304	122
1140	9206	148
727	9593	1041
531	325	3864
1157	808	484
531	908	578
173	215	212
1199	3012	528
162	479	309
1295	1966	355
356	5964	1425
2010	229	724
713	1596	518
2036	3130	192
1741	1109	174
1331	3272	488
962	607	288
1717	293	468
293	585	59
1192	614	8017
213	843	348
707	9430	13
751	1406	45
1962	6032	369
396	1104	681
889	1216	188
546	227	2449
651	2521	430
778	311	2933
1001	289	453
888	189	285
161	3551	1248
828	3476	79
328	5739	219
967	618	901
1212	425	297
977	534	26
2060	2963	228
1062	3778	49
685	1687	546
282	1110	7467
268	706	93
1664	1659	2164
190	3951	1647
98	735	50
341	1946	178
1214	13215	113
223	679	910
1727	6391	341
346	512	365
1580	310	547
1732	5890	90
1847	17041	8
1049	439	18
695	2572	17
799	10111	96
2086	3692	1061
2014	7054	251
59	7	1410
953	1043	170
709	582	144
1026	11838	709
488	7265	186
1539	5030	21
458	1121	71
1358	181	1955
699	2342	221
280	3739	280
938	301	572
395	1274	1059
1489	472	170
1457	686	400
88	2407	23
1990	267	35
1107	475	3371
1214	3089	309
1638	14931	65
1304	1428	1889
18	717	363
1047	2166	79
1424	163	288
173	1672	170
713	468	423
513	1958	329
1968	1372	567
1789	84	817
1545	316	280
1029	601	565
1761	16508	102
938	498	6425
562	288	212
2079	704	255
735	792	53
952	11325	62
286	291	354
700	89	1357
416	3512	83
1695	2123	51
1476	486	9282
125	2786	115
654	1143	249
1484	1044	70
21	793	228
139	487	116
23	883	110
1289	154	2678
965	291	452
1542	167	119
800	2838	391
1728	1790	462
848	10517	340
164	3614	2030
961	2923	237
1501	829	217
1570	14445	143
1972	964	285
1473	5947	151
211	4316	142
426	747	680
2032	1098	2627
168	1990	304
941	11240	1041
642	8809	345
223	349	1983
1316	227	244
969	71	770
958	6298	45
377	226	1983
1333	1239	859
372	1062	55
713	67	428
504	686	129
1322	3132	193
162	718	261
733	9662	135
284	5206	9
2019	498	2235
283	5199	61
328	903	199
509	1905	177
492	192	250
1253	349	1129
104	425	1763
432	1672	595
1692	538	307
971	2080	44
573	2226	149
431	511	1653
1189	349	260
1431	1464	100
1653	1103	202
2045	207	322
672	2621	82
1875	697	346
1594	859	403
2067	1550	208
661	9041	305
210	1001	1333
1171	288	183
511	808	73
2057	18459	191
963	283	31
399	465	188
1539	15235	14
2079	18582	298
982	691	62
313	2961	764
795	701	380
1615	982	119
1243	383	163
2093	8122	91
1554	163	521
758	4747	192
1683	683	697
1259	930	256
1625	15686	5
1238	216	211
818	154	456
1605	5232	118
640	5416	188
1265	5799	92
1607	465	220
1446	757	524
2056	4135	16
1330	13920	570
790	1462	213
538	1934	184
545	6006	602
1983	1990	55
773	707	993
1977	196	386
385	56	539
404	6561	37
1072	542	514
1123	12484	544
1524	226	394
2008	7	709
1466	1580	178
1247	466	1674
1283	298	1095
249	493	613
715	1257	183
671	9167	324
1672	231	177
20	771	113
508	7567	28
1276	429	103
260	4917	148
517	2277	133
214	349	138
926	7521	183
1265	1418	119
750	748	118
1615	534	49
1069	525	306
1635	1790	576
1069	12100	153
932	1001	417
1959	1698	106
1761	16510	93
1157	12773	575
1743	2619	857
907	718	427
109	732	766
767	930	329
819	349	213
566	4369	63
1280	190	2684
934	1901	296
1734	5615	331
1210	511	15662
498	317	337
319	1206	666
1667	1090	9
1060	605	1428
676	3476	242
218	867	309
2036	10891	260
1780	1450	1137
1017	288	516
1810	2047	1
1152	212	535
1006	1394	424
484	7373	93
1877	1833	66
259	779	134
1984	843	1136
1471	191	109
1249	245	392
1148	7068	86
1166	7981	12
1368	1179	221
1194	1708	2584
1504	8868	2144
166	734	264
209	326	60
1181	12978	282
870	4846	198
1559	229	984
910	294	1972
573	8189	40
50	868	249
1660	1889	143
687	945	2
2038	1243	124
1053	461	106
1064	2346	32
1570	311	167
578	498	1045
739	1756	449
1511	304	112
1629	952	227
1836	1038	4
1099	72	1996
941	1383	106
36	1187	535
124	1044	89
247	4747	242
1284	13650	336
1466	293	405
1019	701	146
694	9323	276
1274	728	323
679	289	4866
1854	17105	134
1398	966	1193
1866	982	290
127	1803	831
1699	1104	225
1910	615	1025
1321	207	784
2086	1075	556
1702	4675	165
2064	223	17
1086	680	382
976	1859	36
2080	18585	744
846	7389	735
1613	978	500
229	299	1
1614	15567	942
605	1519	868
2081	602	211
1963	681	1361
1988	11221	91
2071	792	324663
1748	16426	165
360	6094	25
1712	614	4607
1473	14368	96
1875	173	711
232	1180	505
1691	1099	294
1206	13107	785
756	1791	28
196	2637	553
1980	5754	26
225	4500	2332
347	1145	91
1270	1249	1791
1541	532	266
474	377	183
75	377	853
776	9966	62
1718	89	347
94	203	1761
809	538	23
912	732	997
2100	12	1253
1024	198	3969
1545	4116	170
265	779	1637
1623	190	1070
1430	6247	296
1101	3995	431
468	2478	867
2065	374	506
1770	5071	1597
122	735	16
1633	1052	66
843	8275	17
598	289	11718
1309	206	503
919	190	5858
1922	407	26
1242	1412	215
168	757	195
928	2675	40
1933	13879	66
1435	291	602
174	65	1098
1236	923	6015
1216	1195	1770
479	1444	25
1110	3940	197
1505	1104	1016
1051	512	407
1423	9183	271
1535	7777	732
1052	567	125
1820	89	1169
1321	903	103
380	1052	2870
636	1475	191
1950	3186	376
157	3471	139
2094	466	1064
282	706	219
870	1545	104
828	1110	110
1456	99	732
10	450	173
360	6078	127
290	1001	11
506	7513	239
2020	1978	169
1846	1242	234
617	1613	374
1685	539	43
1649	310	917
2020	331	139
481	679	107
301	2343	461
1456	1376	439
2088	516	5
376	1425	2026
143	734	1210
1997	13000	221
1836	154	5
963	6703	536
338	400	293
940	154	328
370	77	1357
1484	14830	474
1774	16591	92
786	5018	1577
1912	17541	233
1082	2610	405
61	1758	471
467	7214	193
237	227	100
1195	13048	2723
158	386	331
382	6323	1444
1663	321	159
399	701	726
1496	2531	211
526	3316	7
659	6397	504
2022	518	376
359	6075	238
187	62	246
927	11122	425
856	10662	227
912	1545	936
1865	234	283
1070	7328	190
236	518	414
1726	913	170
254	4839	517
1256	65	364
407	6045	26
2070	230	216
2027	464	144
498	314	638
830	302	202
1458	1021	28
874	1075	2447
674	464	71
1408	6598	2
979	2369	346
1513	10491	170
1369	333	186
40	1309	317
1373	8727	177
547	1976	76
1263	7340	492
1247	4920	637
1388	430	64
1674	538	68
1103	228	185
2067	507	175
297	212	699
1104	1098	851
1379	1470	494
1586	2838	12
387	6377	5500
1373	862	200
850	194	2637
1085	12204	485
1616	265	203
1222	342	553
290	1479	4
152	3403	138
2079	1059	273
1616	333	76
984	1576	2245
589	701	18
1874	1731	367
677	9225	147
1692	2380	314
1003	157	399
2	53	11351
966	349	1026
133	67	839
1845	2609	145
1427	631	343
1539	420	22
54	292	233
1238	735	184
1181	2030	799
533	7853	91
1463	14670	153
2056	3307	16
1707	1358	47
1583	1984	403
17	701	115
798	1281	89
618	460	77
686	1713	3054
552	5999	3
907	5257	145
307	5523	62
273	516	439
960	9986	5
1515	288	265
2006	2146	386
2043	3398	426
1219	3057	249
765	445	479
129	961	111
838	10521	234
317	1244	2576
329	296	680
1310	534	1
1946	727	400
905	1032	152
915	10806	593
303	159	924
1395	440	565
120	693	41
1286	2402	518
958	8737	97
56	207	484
455	27	2690
1592	1672	138
395	519	132
1994	207	120
1421	3616	88
817	548	238
86	1678	249
149	159	606
1414	7177	281
1492	1056	162
989	298	222
1458	536	17
1488	14871	38
1971	17953	1805
1102	318	192
474	1394	125
473	5555	259
2097	709	601
1623	1179	764
166	2893	74
1580	288	290
635	863	46
459	5004	627
941	11237	3584
533	2023	484
387	204	2740
213	823	588
1180	6377	31
9	402	280
1577	7340	270
878	681	4741
435	3028	1064
534	70	241
1498	7533	5003
288	229	164
1702	1412	1466
1324	4335	57
2043	2270	274
170	1369	569
504	1803	203
61	1779	178
428	1001	12151
72	292	47
1164	4308	2151
758	499	297
219	4428	3584
644	428	50
1671	3774	598
1547	11155	140
1221	13243	30
1389	3902	127
1213	13206	23
5	223	149
1637	1504	1440
513	126	245
1032	583	121
642	8818	197
1321	2142	481
355	191	637
24	904	462
569	289	285
628	8706	78
1462	701	651
1652	498	139
26	924	1140
1777	13192	227
1379	466	518
1026	5079	383
2017	3738	226
863	10685	130
135	3185	1186
623	4784	552
981	11552	172
1483	1672	1057
1619	25	1907
1766	525	313
1427	1253	735
1026	707	323
298	5432	471
1983	289	356
1810	289	7
452	998	144
1112	1378	241
1273	10063	157
2004	14930	127
486	291	17
2086	14640	161
391	6441	282
97	2582	681
1414	1375	777
1239	65	339
1098	4113	141
321	830	37
1159	2379	438
1537	1545	45
1454	722	294
1411	1412	45
967	3740	323
1572	285	1611
1099	998	26
191	1791	34
2018	344	142
1686	344	487
2100	10008	228
1469	234	120
1718	4710	211
179	3797	164
781	679	218
1426	14072	114
1669	65	76
955	11338	757
1009	1375	38
539	389	40
1708	715	146
1342	2853	1415
900	10934	220
1507	6626	14
343	1110	451
1755	14301	152
685	198	2460
129	466	490
1882	17346	184
173	498	250
1947	152	112
1685	1410	40
2087	915	233
1474	9766	725
1578	89	333
733	324	64
661	9058	147
1933	879	44
298	5435	393
1371	14176	181
1663	455	213
1471	541	72
1745	1447	180
532	1048	201
1356	257	337
1871	543	32
1012	233	1300
1686	412	3088
1477	14773	12
1232	13348	83
2088	312	6
1461	333	901
972	1098	140
1132	538	583
1965	302	422
916	479	231
1119	166	10
941	313	226
403	209	102
1864	4251	34
1072	298	381
340	5474	197
1053	65	221
1555	349	579
401	2987	127
1511	544	57
960	6226	6
1283	686	1165
900	6857	344
1628	1037	588
55	227	468
1196	614	1193
578	488	401
1594	424	605
898	985	228
734	3040	2223
1560	889	35
687	8283	3
1004	4384	1
1235	4928	516
1530	1104	842
98	324	54
1525	15183	49
1662	1402	169
1204	7493	268
189	1044	310
1321	228	730
1532	97	232
1556	854	439
1281	1118	19
1383	8676	300
1517	279	752
1516	15156	33
966	310	488
1076	12142	60
1625	641	4
413	735	356
1033	288	6235
1950	166	1082
1840	2044	649
1012	56	99
1933	3431	57
37	157	434
363	614	462
1604	10973	500
1725	266	42
839	377	1275
2029	3186	351
938	378	129595
306	1001	111
